Abstimmungs_Datum,Nr_Politische_Ebene,Name_Politische_Ebene,Abstimmungs_Text,Nr_Resultat_Gebiet,Name_Resultat_Gebiet,Nr_Wahlkreis_StZH,Name_Wahlkreis_StZH,Stimmberechtigt,Ja_Absolut,Nein_Absolut,Stimmbeteiligung_Prozent,Ja_Prozent,Nein_Prozent,Staende_Ja,Staende_Nein
11/25/2018,1,Eidgenossenschaft,Änderung vom 16. März 2018 des Bundesgesetzes über den Allgemeinen Teil des Sozialversicherungsrechts (ATSG) (Gesetzliche Grundlage für die Überwachung von Versicherten),1,Eidgenossenschaft,,,5420789,1667849,909172,48.4,64.7,35.3,,
11/25/2018,1,Eidgenossenschaft,Änderung vom 16. März 2018 des Bundesgesetzes über den Allgemeinen Teil des Sozialversicherungsrechts (ATSG) (Gesetzliche Grundlage für die Überwachung von Versicherten),2,Kanton Zürich,,,936062,304087,169043,51.6,64.3,35.7,,
11/25/2018,1,Eidgenossenschaft,Änderung vom 16. März 2018 des Bundesgesetzes über den Allgemeinen Teil des Sozialversicherungsrechts (ATSG) (Gesetzliche Grundlage für die Überwachung von Versicherten),3,Stadt Zürich,,,259578,69065,66007,53.3,51.1,48.9,,
11/25/2018,1,Eidgenossenschaft,Änderung vom 16. März 2018 des Bundesgesetzes über den Allgemeinen Teil des Sozialversicherungsrechts (ATSG) (Gesetzliche Grundlage für die Überwachung von Versicherten),3,Stadt Zürich,2,Kreis 1+2,22814,6692,6105,57.5,52.3,47.7,,
11/25/2018,1,Eidgenossenschaft,Änderung vom 16. März 2018 des Bundesgesetzes über den Allgemeinen Teil des Sozialversicherungsrechts (ATSG) (Gesetzliche Grundlage für die Überwachung von Versicherten),3,Stadt Zürich,3,Kreis 3,27982,6637,8662,56,43.4,56.6,,
11/25/2018,1,Eidgenossenschaft,Änderung vom 16. März 2018 des Bundesgesetzes über den Allgemeinen Teil des Sozialversicherungsrechts (ATSG) (Gesetzliche Grundlage für die Überwachung von Versicherten),3,Stadt Zürich,4,Kreis 4+5,23964,4909,8362,56.6,37,63,,
11/25/2018,1,Eidgenossenschaft,Änderung vom 16. März 2018 des Bundesgesetzes über den Allgemeinen Teil des Sozialversicherungsrechts (ATSG) (Gesetzliche Grundlage für die Überwachung von Versicherten),3,Stadt Zürich,5,Kreis 6,19093,5688,6405,64.8,47,53,,
11/25/2018,1,Eidgenossenschaft,Änderung vom 16. März 2018 des Bundesgesetzes über den Allgemeinen Teil des Sozialversicherungsrechts (ATSG) (Gesetzliche Grundlage für die Überwachung von Versicherten),3,Stadt Zürich,6,Kreis 7+8,30878,10656,8881,65,54.5,45.5,,
11/25/2018,1,Eidgenossenschaft,Änderung vom 16. März 2018 des Bundesgesetzes über den Allgemeinen Teil des Sozialversicherungsrechts (ATSG) (Gesetzliche Grundlage für die Überwachung von Versicherten),3,Stadt Zürich,7,Kreis 9,30595,8615,7067,52.5,54.9,45.1,,
11/25/2018,1,Eidgenossenschaft,Änderung vom 16. März 2018 des Bundesgesetzes über den Allgemeinen Teil des Sozialversicherungsrechts (ATSG) (Gesetzliche Grundlage für die Überwachung von Versicherten),3,Stadt Zürich,8,Kreis 10,23879,7484,7523,64.4,49.9,50.1,,
11/25/2018,1,Eidgenossenschaft,Änderung vom 16. März 2018 des Bundesgesetzes über den Allgemeinen Teil des Sozialversicherungsrechts (ATSG) (Gesetzliche Grundlage für die Überwachung von Versicherten),3,Stadt Zürich,9,Kreis 11,36609,10236,7503,49.5,57.7,42.3,,
11/25/2018,1,Eidgenossenschaft,Änderung vom 16. März 2018 des Bundesgesetzes über den Allgemeinen Teil des Sozialversicherungsrechts (ATSG) (Gesetzliche Grundlage für die Überwachung von Versicherten),3,Stadt Zürich,10,Kreis 12,15573,3564,2743,41.6,56.5,43.5,,
9/23/2018,3,Stadt Zürich,Volksinitiative «Mehr Geld für Zürich: 7 statt 9 Stadträtinnen und -räte»,3,Stadt Zürich,,,230556,33673,54429,39.3,38.2,61.8,,
9/23/2018,3,Stadt Zürich,Volksinitiative «Mehr Geld für Zürich: 7 statt 9 Stadträtinnen und -räte»,3,Stadt Zürich,2,Kreis 1+2,22743,3637,5447,41.2,40,60,,
9/23/2018,3,Stadt Zürich,Volksinitiative «Mehr Geld für Zürich: 7 statt 9 Stadträtinnen und -räte»,3,Stadt Zürich,3,Kreis 3,27909,3306,7059,38.3,31.9,68.1,,
9/23/2018,3,Stadt Zürich,Volksinitiative «Mehr Geld für Zürich: 7 statt 9 Stadträtinnen und -räte»,3,Stadt Zürich,4,Kreis 4+5,23918,2671,5816,36.8,31.5,68.5,,
9/23/2018,3,Stadt Zürich,Volksinitiative «Mehr Geld für Zürich: 7 statt 9 Stadträtinnen und -räte»,3,Stadt Zürich,5,Kreis 6,18995,3185,5332,46.3,37.4,62.6,,
9/23/2018,3,Stadt Zürich,Volksinitiative «Mehr Geld für Zürich: 7 statt 9 Stadträtinnen und -räte»,3,Stadt Zürich,6,Kreis 7+8,30837,6288,7810,46.9,44.6,55.4,,
9/23/2018,3,Stadt Zürich,Volksinitiative «Mehr Geld für Zürich: 7 statt 9 Stadträtinnen und -räte»,3,Stadt Zürich,7,Kreis 9,30390,4185,6553,36.3,39,61,,
9/23/2018,3,Stadt Zürich,Volksinitiative «Mehr Geld für Zürich: 7 statt 9 Stadträtinnen und -räte»,3,Stadt Zürich,8,Kreis 10,23746,3968,6543,45.6,37.8,62.2,,
9/23/2018,3,Stadt Zürich,Volksinitiative «Mehr Geld für Zürich: 7 statt 9 Stadträtinnen und -räte»,3,Stadt Zürich,9,Kreis 11,36553,4844,7239,33.9,40.1,59.9,,
9/23/2018,3,Stadt Zürich,Volksinitiative «Mehr Geld für Zürich: 7 statt 9 Stadträtinnen und -räte»,3,Stadt Zürich,10,Kreis 12,15465,1589,2630,28,37.7,62.3,,
9/23/2018,3,Stadt Zürich,"Erweiterung der Fernwärmeversorgung in der Stadt Zürich, Objektkredit von 235 Millionen Franken und Errichtung einer Vorfinanzierung von 50 Millionen Franken",3,Stadt Zürich,,,230556,72931,14576,39.2,83.3,16.7,,
9/23/2018,3,Stadt Zürich,"Erweiterung der Fernwärmeversorgung in der Stadt Zürich, Objektkredit von 235 Millionen Franken und Errichtung einer Vorfinanzierung von 50 Millionen Franken",3,Stadt Zürich,2,Kreis 1+2,22743,7374,1555,40.7,82.6,17.4,,
9/23/2018,3,Stadt Zürich,"Erweiterung der Fernwärmeversorgung in der Stadt Zürich, Objektkredit von 235 Millionen Franken und Errichtung einer Vorfinanzierung von 50 Millionen Franken",3,Stadt Zürich,3,Kreis 3,27909,8807,1475,38.1,85.7,14.3,,
9/23/2018,3,Stadt Zürich,"Erweiterung der Fernwärmeversorgung in der Stadt Zürich, Objektkredit von 235 Millionen Franken und Errichtung einer Vorfinanzierung von 50 Millionen Franken",3,Stadt Zürich,4,Kreis 4+5,23918,7518,976,36.8,88.5,11.5,,
9/23/2018,3,Stadt Zürich,"Erweiterung der Fernwärmeversorgung in der Stadt Zürich, Objektkredit von 235 Millionen Franken und Errichtung einer Vorfinanzierung von 50 Millionen Franken",3,Stadt Zürich,5,Kreis 6,18995,7267,1238,46.3,85.4,14.6,,
9/23/2018,3,Stadt Zürich,"Erweiterung der Fernwärmeversorgung in der Stadt Zürich, Objektkredit von 235 Millionen Franken und Errichtung einer Vorfinanzierung von 50 Millionen Franken",3,Stadt Zürich,6,Kreis 7+8,30837,11568,2398,46.8,82.8,17.2,,
9/23/2018,3,Stadt Zürich,"Erweiterung der Fernwärmeversorgung in der Stadt Zürich, Objektkredit von 235 Millionen Franken und Errichtung einer Vorfinanzierung von 50 Millionen Franken",3,Stadt Zürich,7,Kreis 9,30390,8564,2054,36,80.7,19.3,,
9/23/2018,3,Stadt Zürich,"Erweiterung der Fernwärmeversorgung in der Stadt Zürich, Objektkredit von 235 Millionen Franken und Errichtung einer Vorfinanzierung von 50 Millionen Franken",3,Stadt Zürich,8,Kreis 10,23746,8680,1776,45.4,83,17,,
9/23/2018,3,Stadt Zürich,"Erweiterung der Fernwärmeversorgung in der Stadt Zürich, Objektkredit von 235 Millionen Franken und Errichtung einer Vorfinanzierung von 50 Millionen Franken",3,Stadt Zürich,9,Kreis 11,36553,9747,2289,33.8,81,19,,
9/23/2018,3,Stadt Zürich,"Erweiterung der Fernwärmeversorgung in der Stadt Zürich, Objektkredit von 235 Millionen Franken und Errichtung einer Vorfinanzierung von 50 Millionen Franken",3,Stadt Zürich,10,Kreis 12,15465,3406,815,28.1,80.7,19.3,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Film- und Medienförderungsgesetz»,2,Kanton Zürich,,,906185,65843,276564,39.3,19.2,80.8,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Film- und Medienförderungsgesetz»,3,Stadt Zürich,,,230556,28571,58448,39.2,32.8,67.2,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Film- und Medienförderungsgesetz»,3,Stadt Zürich,2,Kreis 1+2,22743,2941,5970,40.9,33,67,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Film- und Medienförderungsgesetz»,3,Stadt Zürich,3,Kreis 3,27909,4224,6068,38.4,41,59,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Film- und Medienförderungsgesetz»,3,Stadt Zürich,4,Kreis 4+5,23918,3954,4557,37,46.5,53.5,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Film- und Medienförderungsgesetz»,3,Stadt Zürich,5,Kreis 6,18995,2978,5527,46.5,35,65,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Film- und Medienförderungsgesetz»,3,Stadt Zürich,6,Kreis 7+8,30837,3938,9973,46.8,28.3,71.7,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Film- und Medienförderungsgesetz»,3,Stadt Zürich,7,Kreis 9,30390,2908,7626,36,27.6,72.4,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Film- und Medienförderungsgesetz»,3,Stadt Zürich,8,Kreis 10,23746,3536,6876,45.6,34,66,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Film- und Medienförderungsgesetz»,3,Stadt Zürich,9,Kreis 11,36553,2926,8915,33.7,24.7,75.3,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Film- und Medienförderungsgesetz»,3,Stadt Zürich,10,Kreis 12,15465,1166,2936,27.9,28.4,71.6,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Wildhüter statt Jäger»,2,Kanton Zürich,,,906185,56709,294595,39.7,16.1,83.9,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Wildhüter statt Jäger»,3,Stadt Zürich,,,230556,17785,69956,39.4,20.3,79.7,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Wildhüter statt Jäger»,3,Stadt Zürich,2,Kreis 1+2,22743,1819,7157,41,20.3,79.7,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Wildhüter statt Jäger»,3,Stadt Zürich,3,Kreis 3,27909,2114,8260,38.5,20.4,79.6,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Wildhüter statt Jäger»,3,Stadt Zürich,4,Kreis 4+5,23918,1813,6616,36.9,21.5,78.5,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Wildhüter statt Jäger»,3,Stadt Zürich,5,Kreis 6,18995,1671,6869,46.6,19.6,80.4,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Wildhüter statt Jäger»,3,Stadt Zürich,6,Kreis 7+8,30837,2599,11438,47,18.5,81.5,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Wildhüter statt Jäger»,3,Stadt Zürich,7,Kreis 9,30390,2258,8395,36.2,21.2,78.8,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Wildhüter statt Jäger»,3,Stadt Zürich,8,Kreis 10,23746,2046,8457,45.8,19.5,80.5,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Wildhüter statt Jäger»,3,Stadt Zürich,9,Kreis 11,36553,2497,9556,33.9,20.7,79.3,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Wildhüter statt Jäger»,3,Stadt Zürich,10,Kreis 12,15465,968,3208,28.1,23.2,76.8,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Stoppt die Limmattalbahn – ab Schlieren!»,2,Kanton Zürich,,,906185,58464,283605,39.3,17.1,82.9,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Stoppt die Limmattalbahn – ab Schlieren!»,3,Stadt Zürich,,,230556,13877,73825,39.4,15.8,84.2,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Stoppt die Limmattalbahn – ab Schlieren!»,3,Stadt Zürich,2,Kreis 1+2,22743,1377,7556,40.9,15.4,84.6,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Stoppt die Limmattalbahn – ab Schlieren!»,3,Stadt Zürich,3,Kreis 3,27909,1397,8988,38.5,13.5,86.5,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Stoppt die Limmattalbahn – ab Schlieren!»,3,Stadt Zürich,4,Kreis 4+5,23918,933,7590,37,10.9,89.1,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Stoppt die Limmattalbahn – ab Schlieren!»,3,Stadt Zürich,5,Kreis 6,18995,1056,7450,46.4,12.4,87.6,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Stoppt die Limmattalbahn – ab Schlieren!»,3,Stadt Zürich,6,Kreis 7+8,30837,1968,11936,46.8,14.2,85.8,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Stoppt die Limmattalbahn – ab Schlieren!»,3,Stadt Zürich,7,Kreis 9,30390,2619,8163,36.4,24.3,75.7,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Stoppt die Limmattalbahn – ab Schlieren!»,3,Stadt Zürich,8,Kreis 10,23746,1652,8877,45.7,15.7,84.3,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Stoppt die Limmattalbahn – ab Schlieren!»,3,Stadt Zürich,9,Kreis 11,36553,2132,9867,33.9,17.8,82.2,,
9/23/2018,2,Kanton Zürich,Kantonale Volksinitiative «Stoppt die Limmattalbahn – ab Schlieren!»,3,Stadt Zürich,10,Kreis 12,15465,743,3398,27.9,17.9,82.1,,
9/23/2018,1,Eidgenossenschaft,Bundesbeschluss vom 13. März 2018 über die Velowege sowie die Fuss- und Wanderwege,1,Eidgenossenschaft,,,5412449,1475000,529253,37.5,73.6,26.4,23    ,0
9/23/2018,1,Eidgenossenschaft,Bundesbeschluss vom 13. März 2018 über die Velowege sowie die Fuss- und Wanderwege,2,Kanton Zürich,,,933970,262032,102326,39.6,71.9,28.1,,
9/23/2018,1,Eidgenossenschaft,Bundesbeschluss vom 13. März 2018 über die Velowege sowie die Fuss- und Wanderwege,3,Stadt Zürich,,,258341,77617,20021,38.4,79.5,20.5,,
9/23/2018,1,Eidgenossenschaft,Bundesbeschluss vom 13. März 2018 über die Velowege sowie die Fuss- und Wanderwege,3,Stadt Zürich,2,Kreis 1+2,22743,7264,2115,42,77.4,22.6,,
9/23/2018,1,Eidgenossenschaft,Bundesbeschluss vom 13. März 2018 über die Velowege sowie die Fuss- und Wanderwege,3,Stadt Zürich,3,Kreis 3,27909,9066,1831,39.5,83.2,16.8,,
9/23/2018,1,Eidgenossenschaft,Bundesbeschluss vom 13. März 2018 über die Velowege sowie die Fuss- und Wanderwege,3,Stadt Zürich,4,Kreis 4+5,23918,7935,1049,38.1,88.3,11.7,,
9/23/2018,1,Eidgenossenschaft,Bundesbeschluss vom 13. März 2018 über die Velowege sowie die Fuss- und Wanderwege,3,Stadt Zürich,5,Kreis 6,18995,7334,1581,47.7,82.3,17.7,,
9/23/2018,1,Eidgenossenschaft,Bundesbeschluss vom 13. März 2018 über die Velowege sowie die Fuss- und Wanderwege,3,Stadt Zürich,6,Kreis 7+8,30837,11141,3412,48,76.6,23.4,,
9/23/2018,1,Eidgenossenschaft,Bundesbeschluss vom 13. März 2018 über die Velowege sowie die Fuss- und Wanderwege,3,Stadt Zürich,7,Kreis 9,30390,8283,2773,37,74.9,25.1,,
9/23/2018,1,Eidgenossenschaft,Bundesbeschluss vom 13. März 2018 über die Velowege sowie die Fuss- und Wanderwege,3,Stadt Zürich,8,Kreis 10,23746,8666,2278,46.7,79.2,20.8,,
9/23/2018,1,Eidgenossenschaft,Bundesbeschluss vom 13. März 2018 über die Velowege sowie die Fuss- und Wanderwege,3,Stadt Zürich,9,Kreis 11,36553,9358,3077,34.5,75.3,24.7,,
9/23/2018,1,Eidgenossenschaft,Bundesbeschluss vom 13. März 2018 über die Velowege sowie die Fuss- und Wanderwege,3,Stadt Zürich,10,Kreis 12,15465,3216,1112,28.5,74.3,25.7,,
9/23/2018,1,Eidgenossenschaft,Volksinitiative «Für gesunde sowie umweltfreundlich und fair hergestellte Lebensmittel»,1,Eidgenossenschaft,,,5412449,774821,1227326,37.5,38.7,61.3,4,19    
9/23/2018,1,Eidgenossenschaft,Volksinitiative «Für gesunde sowie umweltfreundlich und fair hergestellte Lebensmittel»,2,Kanton Zürich,,,933970,129032,236433,39.8,35.3,64.7,,
9/23/2018,1,Eidgenossenschaft,Volksinitiative «Für gesunde sowie umweltfreundlich und fair hergestellte Lebensmittel»,3,Stadt Zürich,,,258341,45637,51695,38.4,46.9,53.1,,
9/23/2018,1,Eidgenossenschaft,Volksinitiative «Für gesunde sowie umweltfreundlich und fair hergestellte Lebensmittel»,3,Stadt Zürich,2,Kreis 1+2,22743,4228,5119,41.9,45.2,54.8,,
9/23/2018,1,Eidgenossenschaft,Volksinitiative «Für gesunde sowie umweltfreundlich und fair hergestellte Lebensmittel»,3,Stadt Zürich,3,Kreis 3,27909,5971,4835,39.5,55.3,44.7,,
9/23/2018,1,Eidgenossenschaft,Volksinitiative «Für gesunde sowie umweltfreundlich und fair hergestellte Lebensmittel»,3,Stadt Zürich,4,Kreis 4+5,23918,5384,3528,38,60.4,39.6,,
9/23/2018,1,Eidgenossenschaft,Volksinitiative «Für gesunde sowie umweltfreundlich und fair hergestellte Lebensmittel»,3,Stadt Zürich,5,Kreis 6,18995,4399,4455,47.7,49.7,50.3,,
9/23/2018,1,Eidgenossenschaft,Volksinitiative «Für gesunde sowie umweltfreundlich und fair hergestellte Lebensmittel»,3,Stadt Zürich,6,Kreis 7+8,30837,6013,8546,48.1,41.3,58.7,,
9/23/2018,1,Eidgenossenschaft,Volksinitiative «Für gesunde sowie umweltfreundlich und fair hergestellte Lebensmittel»,3,Stadt Zürich,7,Kreis 9,30390,4771,6253,37,43.3,56.7,,
9/23/2018,1,Eidgenossenschaft,Volksinitiative «Für gesunde sowie umweltfreundlich und fair hergestellte Lebensmittel»,3,Stadt Zürich,8,Kreis 10,23746,5273,5652,46.8,48.3,51.7,,
9/23/2018,1,Eidgenossenschaft,Volksinitiative «Für gesunde sowie umweltfreundlich und fair hergestellte Lebensmittel»,3,Stadt Zürich,9,Kreis 11,36553,5091,7353,34.7,40.9,59.1,,
9/23/2018,1,Eidgenossenschaft,Volksinitiative «Für gesunde sowie umweltfreundlich und fair hergestellte Lebensmittel»,3,Stadt Zürich,10,Kreis 12,15465,1853,2475,28.6,42.8,57.2,,
9/23/2018,1,Eidgenossenschaft,Volksinitiative vom 30. März 2016 «Für Ernährungssouveränität. Die Landwirtschaft betrifft uns alle»,1,Eidgenossenschaft,,,5412449,628301,1358894,37.5,31.6,68.4,4,19    
9/23/2018,1,Eidgenossenschaft,Volksinitiative vom 30. März 2016 «Für Ernährungssouveränität. Die Landwirtschaft betrifft uns alle»,2,Kanton Zürich,,,933970,93763,268041,39.6,25.9,74.1,,
9/23/2018,1,Eidgenossenschaft,Volksinitiative vom 30. März 2016 «Für Ernährungssouveränität. Die Landwirtschaft betrifft uns alle»,3,Stadt Zürich,,,258341,32097,63840,38.3,33.5,66.5,,
9/23/2018,1,Eidgenossenschaft,Volksinitiative vom 30. März 2016 «Für Ernährungssouveränität. Die Landwirtschaft betrifft uns alle»,3,Stadt Zürich,2,Kreis 1+2,22743,3026,6187,41.8,32.8,67.2,,
9/23/2018,1,Eidgenossenschaft,Volksinitiative vom 30. März 2016 «Für Ernährungssouveränität. Die Landwirtschaft betrifft uns alle»,3,Stadt Zürich,3,Kreis 3,27909,4193,6427,39.3,39.5,60.5,,
9/23/2018,1,Eidgenossenschaft,Volksinitiative vom 30. März 2016 «Für Ernährungssouveränität. Die Landwirtschaft betrifft uns alle»,3,Stadt Zürich,4,Kreis 4+5,23918,3616,5111,37.8,41.4,58.6,,
9/23/2018,1,Eidgenossenschaft,Volksinitiative vom 30. März 2016 «Für Ernährungssouveränität. Die Landwirtschaft betrifft uns alle»,3,Stadt Zürich,5,Kreis 6,18995,2905,5802,47.5,33.4,66.6,,
9/23/2018,1,Eidgenossenschaft,Volksinitiative vom 30. März 2016 «Für Ernährungssouveränität. Die Landwirtschaft betrifft uns alle»,3,Stadt Zürich,6,Kreis 7+8,30837,4135,10262,47.9,28.7,71.3,,
9/23/2018,1,Eidgenossenschaft,Volksinitiative vom 30. März 2016 «Für Ernährungssouveränität. Die Landwirtschaft betrifft uns alle»,3,Stadt Zürich,7,Kreis 9,30390,3519,7360,36.8,32.3,67.7,,
9/23/2018,1,Eidgenossenschaft,Volksinitiative vom 30. März 2016 «Für Ernährungssouveränität. Die Landwirtschaft betrifft uns alle»,3,Stadt Zürich,8,Kreis 10,23746,3645,7093,46.6,33.9,66.1,,
9/23/2018,1,Eidgenossenschaft,Volksinitiative vom 30. März 2016 «Für Ernährungssouveränität. Die Landwirtschaft betrifft uns alle»,3,Stadt Zürich,9,Kreis 11,36553,3656,8630,34.5,29.8,70.2,,
9/23/2018,1,Eidgenossenschaft,Volksinitiative vom 30. März 2016 «Für Ernährungssouveränität. Die Landwirtschaft betrifft uns alle»,3,Stadt Zürich,10,Kreis 12,15465,1460,2814,28.5,34.2,65.8,,
6/10/2018,1,Eidgenossenschaft,Volksinitiative vom 1. Dezember 2015 «Für krisensicheres Geld: Geldschöpfung allein durch die Nationalbank! (Vollgeld-Initiative)»,1,Eidgenossenschaft,,,5400197,442387,1379540,34.6,24.3,75.7,0,20  6/2 
6/10/2018,1,Eidgenossenschaft,Volksinitiative vom 1. Dezember 2015 «Für krisensicheres Geld: Geldschöpfung allein durch die Nationalbank! (Vollgeld-Initiative)»,2,Kanton Zürich,,,930949,79743,243463,35.5,24.7,75.3,,
6/10/2018,1,Eidgenossenschaft,Volksinitiative vom 1. Dezember 2015 «Für krisensicheres Geld: Geldschöpfung allein durch die Nationalbank! (Vollgeld-Initiative)»,3,Stadt Zürich,,,257154,27621,66927,37.9,29.2,70.8,,
6/10/2018,1,Eidgenossenschaft,Volksinitiative vom 1. Dezember 2015 «Für krisensicheres Geld: Geldschöpfung allein durch die Nationalbank! (Vollgeld-Initiative)»,3,Stadt Zürich,2,Kreis 1+2,22597,2647,6400,41.2,29.3,70.7,,
6/10/2018,1,Eidgenossenschaft,Volksinitiative vom 1. Dezember 2015 «Für krisensicheres Geld: Geldschöpfung allein durch die Nationalbank! (Vollgeld-Initiative)»,3,Stadt Zürich,3,Kreis 3,27776,3428,6929,38.6,33.1,66.9,,
6/10/2018,1,Eidgenossenschaft,Volksinitiative vom 1. Dezember 2015 «Für krisensicheres Geld: Geldschöpfung allein durch die Nationalbank! (Vollgeld-Initiative)»,3,Stadt Zürich,4,Kreis 4+5,23905,3158,5363,37,37.1,62.9,,
6/10/2018,1,Eidgenossenschaft,Volksinitiative vom 1. Dezember 2015 «Für krisensicheres Geld: Geldschöpfung allein durch die Nationalbank! (Vollgeld-Initiative)»,3,Stadt Zürich,5,Kreis 6,18916,2537,6056,46.6,29.5,70.5,,
6/10/2018,1,Eidgenossenschaft,Volksinitiative vom 1. Dezember 2015 «Für krisensicheres Geld: Geldschöpfung allein durch die Nationalbank! (Vollgeld-Initiative)»,3,Stadt Zürich,6,Kreis 7+8,30728,3659,11385,50.1,24.3,75.7,,
6/10/2018,1,Eidgenossenschaft,Volksinitiative vom 1. Dezember 2015 «Für krisensicheres Geld: Geldschöpfung allein durch die Nationalbank! (Vollgeld-Initiative)»,3,Stadt Zürich,7,Kreis 9,30331,3061,7799,37,28.2,71.8,,
6/10/2018,1,Eidgenossenschaft,Volksinitiative vom 1. Dezember 2015 «Für krisensicheres Geld: Geldschöpfung allein durch die Nationalbank! (Vollgeld-Initiative)»,3,Stadt Zürich,8,Kreis 10,23671,2982,7286,44.8,29,71,,
